study,subject_id,session_name,time_bin_start_s,usv22_call_count_5s,usv50_call_count_5s
2,EXT3G,LTM1,520.0,5,1
2,EXT3G,LTM1,525.0,4,0
2,EXT3G,LTM1,530.0,5,3
2,EXT3G,LTM1,535.0,4,2
2,EXT3G,LTM1,540.0,3,2
2,EXT3G,LTM1,545.0,3,1
2,EXT3G,LTM1,550.0,4,1
2,EXT3G,LTM1,555.0,5,3
2,EXT3G,LTM1,560.0,4,2
2,EXT3G,LTM1,565.0,4,1
2,EXT3G,LTM1,570.0,4,2
2,EXT3G,LTM1,575.0,4,1
2,EXT3G,LTM1,580.0,1,2
2,EXT3G,LTM1,585.0,3,0
2,EXT3G,LTM1,590.0,5,1
2,EXT3G,LTM1,595.0,6,2
2,EXT3G,LTM1,600.0,4,5
2,EXT3G,LTM1,605.0,2,2
2,EXT3G,LTM1,610.0,4,2
2,EXT3G,LTM1,615.0,5,1
2,EXT3G,LTM1,620.0,4,0
2,EXT3G,LTM1,625.0,4,2
2,EXT3G,LTM1,630.0,6,4
2,EXT3G,LTM1,635.0,6,6
2,EXT3G,LTM1,640.0,5,2
2,EXT3G,LTM1,645.0,3,4
2,EXT3G,LTM1,650.0,4,1
2,EXT3G,LTM1,655.0,3,2
2,EXT3G,LTM1,660.0,3,3
2,EXT3G,LTM1,665.0,5,2
2,EXT3G,LTM1,670.0,4,1
2,EXT3G,LTM1,675.0,3,1
2,EXT3G,LTM1,680.0,1,0
2,EXT3G,LTM1,685.0,4,2
2,EXT3G,LTM1,690.0,3,0
2,EXT3G,LTM1,695.0,2,2
2,EXT3G,LTM1,720.0,0,1
2,EXT3G,LTM1,735.0,0,1
2,EXT3G,LTM2,20.0,0,2
2,EXT3G,LTM2,30.0,0,2
2,EXT3G,LTM2,35.0,0,2
2,EXT3G,LTM2,50.0,0,1
2,EXT3G,LTM2,55.0,0,1
2,EXT3G,LTM2,60.0,0,1
2,EXT3G,LTM2,70.0,0,1
2,EXT3G,extinction1,0.0,0,1
2,EXT3G,extinction1,210.0,1,0
2,EXT3G,extinction1,215.0,2,0
2,EXT3G,extinction1,220.0,3,0
2,EXT3G,extinction1,225.0,1,0
2,EXT3G,extinction1,230.0,3,0
2,EXT3G,extinction1,235.0,3,0
2,EXT3G,extinction1,240.0,1,0
2,EXT3G,extinction1,245.0,1,0
2,EXT3G,extinction1,250.0,2,0
2,EXT3G,extinction1,255.0,3,0
2,EXT3G,extinction1,260.0,1,0
2,EXT3G,extinction1,265.0,3,0
2,EXT3G,extinction1,270.0,2,0
2,EXT3G,extinction1,275.0,4,0
2,EXT3G,extinction1,280.0,4,0
2,EXT3G,extinction1,380.0,3,0
2,EXT3G,extinction1,385.0,5,0
2,EXT3G,extinction1,390.0,3,0
2,EXT3G,extinction1,395.0,2,0
2,EXT3G,extinction1,400.0,3,0
2,EXT3G,extinction1,405.0,3,0
2,EXT3G,extinction1,410.0,4,0
2,EXT3G,extinction1,415.0,3,0
2,EXT3G,extinction1,420.0,3,0
2,EXT3G,extinction1,425.0,2,0
2,EXT3G,extinction1,430.0,4,0
2,EXT3G,extinction1,435.0,4,0
2,EXT3G,extinction1,440.0,2,0
2,EXT3G,extinction1,445.0,5,0
2,EXT3G,extinction1,450.0,4,0
2,EXT3G,extinction1,455.0,4,0
2,EXT3G,extinction1,460.0,2,0
2,EXT3G,extinction1,465.0,4,0
2,EXT3G,extinction1,470.0,2,0
2,EXT3G,extinction1,475.0,3,0
2,EXT3G,extinction1,480.0,4,0
2,EXT3G,extinction1,490.0,3,0
2,EXT3G,extinction1,495.0,3,0
2,EXT3G,extinction1,500.0,2,0
2,EXT3G,extinction1,505.0,2,0
2,EXT3G,extinction1,510.0,4,0
2,EXT3G,extinction1,515.0,1,0
2,EXT3G,extinction1,520.0,3,0
2,EXT3G,extinction1,525.0,4,0
2,EXT3G,extinction1,535.0,3,0
2,EXT3G,extinction1,540.0,1,0
2,EXT3G,extinction1,555.0,3,0
2,EXT3G,extinction1,560.0,5,0
2,EXT3G,extinction1,565.0,5,0
2,EXT3G,extinction1,570.0,4,0
2,EXT3G,extinction1,575.0,2,0
2,EXT3G,extinction1,580.0,3,0
2,EXT3G,extinction1,585.0,4,0
2,EXT3G,extinction1,590.0,3,0
2,EXT3G,extinction1,595.0,4,0
2,EXT3G,extinction1,600.0,3,0
2,EXT3G,extinction1,605.0,3,0
2,EXT3G,extinction1,610.0,2,0
2,EXT3G,extinction1,615.0,4,0
2,EXT3G,extinction1,620.0,2,0
2,EXT3G,extinction1,625.0,1,0
2,EXT3G,extinction1,630.0,2,0
2,EXT3G,extinction1,635.0,4,0
2,EXT3G,extinction1,650.0,1,0
2,EXT3G,extinction1,655.0,2,0
2,EXT3G,extinction1,660.0,3,0
2,EXT3G,extinction1,665.0,2,0
2,EXT3G,extinction1,670.0,2,0
2,EXT3G,extinction1,675.0,3,0
2,EXT3G,extinction1,680.0,3,0
2,EXT3G,extinction1,685.0,3,0
2,EXT3G,extinction1,690.0,3,0
2,EXT3G,extinction1,695.0,1,0
2,EXT3G,extinction1,700.0,2,0
2,EXT3G,extinction1,705.0,1,0
2,EXT3G,extinction1,730.0,1,0
2,EXT3G,extinction1,735.0,3,0
2,EXT3G,extinction1,740.0,4,0
2,EXT3G,extinction1,745.0,5,0
2,EXT3G,extinction1,750.0,3,0
2,EXT3G,extinction1,755.0,2,0
2,EXT3G,extinction1,760.0,3,0
2,EXT3G,extinction1,765.0,2,0
2,EXT3G,extinction1,770.0,3,0
2,EXT3G,extinction1,775.0,4,0
2,EXT3G,extinction1,780.0,4,0
2,EXT3G,extinction1,785.0,4,0
2,EXT3G,extinction1,790.0,2,0
2,EXT3G,extinction1,795.0,3,0
2,EXT3G,extinction1,800.0,4,0
2,EXT3G,extinction1,805.0,3,0
2,EXT3G,extinction1,810.0,2,0
2,EXT3G,extinction1,815.0,3,0
2,EXT3G,extinction1,820.0,3,0
2,EXT3G,extinction1,825.0,2,0
2,EXT3G,extinction1,830.0,4,0
2,EXT3G,extinction1,835.0,2,0
2,EXT3G,extinction1,840.0,3,0
2,EXT3G,extinction1,845.0,1,0
2,EXT3G,extinction1,850.0,2,0
2,EXT3G,extinction1,855.0,3,0
2,EXT3G,extinction1,860.0,4,0
2,EXT3G,extinction1,865.0,5,0
2,EXT3G,extinction1,870.0,1,0
2,EXT3G,extinction1,875.0,3,0
2,EXT3G,extinction1,880.0,3,0
2,EXT3G,extinction1,885.0,5,0
2,EXT3G,extinction1,890.0,3,0
2,EXT3G,extinction1,895.0,1,0
2,EXT3G,extinction1,900.0,1,0
2,EXT3G,extinction1,910.0,2,0
2,EXT3G,extinction1,915.0,3,0
2,EXT3G,extinction1,920.0,3,0
2,EXT3G,extinction1,925.0,6,0
2,EXT3G,extinction1,930.0,3,0
2,EXT3G,extinction1,935.0,2,0
2,EXT3G,extinction1,960.0,1,0
2,EXT3G,extinction1,970.0,1,0
2,EXT3G,extinction1,975.0,2,0
2,EXT3G,extinction1,980.0,1,0
2,EXT3G,extinction1,995.0,3,0
2,EXT3G,extinction1,1010.0,3,0
2,EXT3G,extinction1,1015.0,2,0
2,EXT3G,extinction1,1020.0,1,0
2,EXT3G,extinction1,1025.0,4,0
2,EXT3G,extinction1,1030.0,1,0
2,EXT3G,extinction1,1040.0,1,0
2,EXT3G,extinction1,1045.0,1,0
2,EXT3G,extinction1,1050.0,1,0
2,EXT3G,extinction1,1075.0,1,0
2,EXT3G,extinction1,1090.0,2,0
2,EXT3G,extinction1,1095.0,3,0
2,EXT3G,extinction1,1100.0,4,0
2,EXT3G,extinction1,1105.0,5,0
2,EXT3G,extinction1,1110.0,2,0
2,EXT3G,extinction1,1115.0,2,0
2,EXT3G,extinction1,1120.0,4,0
2,EXT3G,extinction1,1125.0,3,0
2,EXT3G,extinction1,1130.0,3,0
2,EXT3G,extinction1,1135.0,4,0
2,EXT3G,extinction1,1140.0,5,0
2,EXT3G,extinction1,1145.0,4,0
2,EXT3G,extinction1,1150.0,3,0
2,EXT3G,extinction1,1155.0,2,0
2,EXT3G,extinction1,1160.0,3,0
2,EXT3G,extinction1,1165.0,3,0
2,EXT3G,extinction1,1170.0,3,0
2,EXT3G,extinction1,1175.0,2,0
2,EXT3G,extinction1,1180.0,5,0
2,EXT3G,extinction1,1185.0,1,0
2,EXT3G,extinction1,1190.0,3,0
2,EXT3G,extinction1,1195.0,3,0
2,EXT3G,extinction1,1210.0,1,0
2,EXT3G,extinction1,1215.0,5,0
2,EXT3G,extinction1,1220.0,4,0
2,EXT3G,extinction1,1230.0,2,0
2,EXT3G,extinction1,1235.0,1,0
2,EXT3G,extinction1,1255.0,2,0
2,EXT3G,extinction1,1260.0,2,0
2,EXT3G,extinction1,1275.0,3,0
2,EXT3G,extinction1,1280.0,1,0
2,EXT3G,extinction1,1285.0,4,0
2,EXT3G,extinction1,1290.0,2,0
2,EXT3G,extinction1,1295.0,2,0
2,EXT3G,extinction1,1300.0,2,0
2,EXT3G,extinction1,1305.0,1,0
2,EXT3G,extinction1,1310.0,3,0
2,EXT3G,extinction1,1315.0,3,0
2,EXT3G,extinction1,1320.0,3,0
2,EXT3G,extinction1,1325.0,2,0
2,EXT3G,extinction1,1335.0,1,0
2,EXT3G,extinction1,1340.0,3,0
2,EXT3G,extinction1,1345.0,4,0
2,EXT3G,extinction1,1350.0,5,0
2,EXT3G,extinction1,1355.0,5,0
2,EXT3G,extinction1,1370.0,3,0
2,EXT3G,extinction1,1375.0,2,0
2,EXT3G,extinction1,1385.0,2,0
2,EXT3G,extinction1,1390.0,4,0
2,EXT3G,extinction1,1395.0,3,0
2,EXT3G,extinction1,1470.0,2,0
2,EXT3G,extinction1,1475.0,3,0
2,EXT3G,extinction1,1480.0,1,0
2,EXT3G,extinction1,1485.0,3,0
2,EXT3G,extinction1,1495.0,2,0
2,EXT3G,extinction1,1500.0,4,0
2,EXT3G,extinction2,35.0,0,1
2,EXT3G,extinction2,75.0,0,1
2,EXT3G,extinction2,80.0,0,2
2,EXT3G,extinction2,85.0,0,2
2,EXT3G,extinction2,95.0,0,2
2,EXT3G,extinction2,100.0,0,2
2,EXT3G,extinction2,125.0,0,2
2,EXT3G,extinction2,130.0,0,1
2,EXT3G,extinction2,140.0,0,1
2,EXT3G,extinction2,190.0,4,0
2,EXT3G,extinction2,195.0,6,0
2,EXT3G,extinction2,200.0,4,0
2,EXT3G,extinction2,205.0,4,0
2,EXT3G,extinction2,210.0,1,0
2,EXT3G,extinction2,220.0,2,0
2,EXT3G,extinction2,225.0,2,0
2,EXT3G,extinction2,230.0,1,0
2,EXT3G,extinction2,240.0,2,0
2,EXT3G,extinction2,245.0,4,0
2,EXT3G,extinction2,250.0,5,0
2,EXT3G,extinction2,255.0,6,0
2,EXT3G,extinction2,260.0,3,0
2,EXT3G,extinction2,270.0,1,0
2,EXT3G,extinction2,275.0,6,0
2,EXT3G,extinction2,290.0,2,0
2,EXT3G,extinction2,295.0,2,0
2,EXT3G,extinction2,305.0,1,0
2,EXT3G,extinction2,310.0,1,0
2,EXT3G,extinction2,315.0,1,0
2,EXT3G,extinction2,365.0,4,0
2,EXT3G,extinction2,370.0,3,0
2,EXT3G,extinction2,375.0,3,0
2,EXT3G,extinction2,380.0,4,0
2,EXT3G,extinction2,385.0,2,0
2,EXT3G,extinction2,390.0,2,0
2,EXT3G,extinction2,395.0,1,0
2,EXT3G,extinction2,400.0,1,0
2,EXT3G,extinction2,405.0,6,0
2,EXT3G,extinction2,410.0,4,0
2,EXT3G,extinction2,430.0,3,0
2,EXT3G,extinction2,435.0,1,0
2,EXT3G,extinction2,665.0,0,1
2,EXT3G,extinction2,900.0,0,1
2,EXT3G,extinction3,50.0,0,1
2,EXT3G,extinction3,55.0,0,1
2,EXT3G,extinction3,60.0,0,1
2,EXT3G,extinction3,160.0,0,1
2,EXT3G,extinction3,175.0,0,1
2,EXT3G,extinction3,200.0,1,2
2,EXT3G,extinction3,205.0,3,3
2,EXT3G,extinction3,210.0,1,0
2,EXT3G,extinction3,230.0,2,0
2,EXT3G,extinction3,240.0,4,0
2,EXT3G,extinction3,245.0,3,1
2,EXT3G,extinction3,285.0,0,1
2,EXT3G,extinction3,290.0,0,1
2,EXT3G,extinction3,525.0,0,1
2,EXT3G,extinction3,560.0,0,1
2,EXT3G,extinction3,565.0,0,1
2,EXT3G,extinction3,615.0,0,1
2,EXT3G,extinction3,620.0,0,1
2,EXT3G,extinction3,750.0,0,1
2,EXT3G,extinction3,765.0,0,1
2,EXT3G,extinction3,805.0,0,1
2,EXT3G,extinction3,875.0,0,1
2,EXT3G,extinction3,990.0,0,1
2,EXT3G,extinction3,1330.0,0,1
2,EXT3G,extinction3,1345.0,0,1
2,EXT3G,extinction3,1415.0,0,1
2,EXT3G,extinction3,1420.0,0,2
2,EXT3G,extinction3,1430.0,0,2
2,EXT3G,extinction3,1435.0,0,1
2,EXT3G,extinction3,1445.0,0,1
2,EXT3G,extinction3,1610.0,0,1
2,EXT3G,extinction3,1750.0,0,1
2,EXT3G,extinction3,1810.0,0,1
2,EXT3G,extinction4,1125.0,7,0
2,EXT3G,learning,5.0,0,1
2,EXT3G,learning,10.0,0,1
2,EXT3G,learning,165.0,0,1
2,EXT3G,learning,240.0,0,1
2,EXT3G,learning,620.0,1,0
2,EXT3G,learning,625.0,3,4
2,EXT3G,learning,630.0,4,2
2,EXT3G,learning,635.0,2,0
2,EXT3G,learning,640.0,2,1
2,EXT3G,learning,645.0,3,1
2,EXT3G,learning,650.0,3,0
2,EXT3G,learning,655.0,4,2
2,EXT3G,learning,660.0,3,2
2,EXT3G,learning,665.0,4,1
2,EXT3G,learning,670.0,3,2
2,EXT3G,learning,675.0,4,2
2,EXT3G,learning,680.0,4,1
2,EXT3G,learning,685.0,2,1
2,EXT3G,learning,690.0,4,2
2,EXT3G,learning,695.0,2,1
2,EXT3G,learning,700.0,3,0
2,EXT3G,learning,705.0,3,1
2,EXT3G,learning,710.0,3,1
2,EXT3G,learning,715.0,2,1
2,EXT3G,learning,720.0,3,1
2,EXT3G,learning,725.0,3,1
2,EXT3G,learning,730.0,3,1
2,EXT3G,learning,735.0,3,2
2,EXT3G,learning,740.0,4,2
2,EXT3G,learning,745.0,4,1
2,EXT3G,learning,750.0,4,1
2,EXT3G,learning,755.0,4,0
2,EXT3G,learning,760.0,4,3
2,EXT3G,learning,765.0,2,1
2,EXT3G,learning,770.0,2,2
2,EXT3G,learning,775.0,4,2
2,EXT3G,learning,780.0,1,1
2,EXT3G,learning,795.0,2,2
2,EXT3G,learning,800.0,3,2
2,EXT3G,learning,805.0,4,1
2,EXT3G,learning,810.0,1,1
2,EXT3G,learning,815.0,1,1
2,EXT3G,learning,820.0,2,1
2,EXT3G,learning,825.0,4,2
2,EXT3G,learning,830.0,5,1
2,EXT3G,learning,835.0,3,1
2,EXT3G,learning,840.0,3,1
2,EXT3G,learning,845.0,3,0
2,EXT3G,learning,850.0,4,3
2,EXT3G,learning,855.0,3,1
2,EXT3G,learning,860.0,4,5
2,EXT3G,learning,865.0,4,1
2,EXT3G,learning,870.0,3,1
2,EXT3G,learning,875.0,4,1
2,EXT3G,learning,880.0,4,1
2,EXT3G,learning,885.0,4,2
2,EXT3G,learning,890.0,4,1
2,EXT3G,learning,895.0,5,2
2,EXT3G,learning,900.0,5,5
2,EXT3G,learning,905.0,4,0
2,EXT3G,learning,910.0,4,1
2,EXT3G,learning,915.0,4,2
2,EXT3G,learning,920.0,5,5
2,EXT3G,learning,925.0,5,5
2,EXT3G,learning,930.0,2,4
2,EXT3G,learning,940.0,2,0
2,EXT3G,learning,945.0,2,1
2,EXT3G,learning,950.0,3,2
2,EXT3G,learning,955.0,3,2
2,EXT3G,learning,960.0,3,2
2,EXT3G,learning,970.0,1,0
2,EXT3G,learning,975.0,4,4
2,EXT3G,learning,980.0,1,2
2,EXT3G,learning,985.0,2,2
2,EXT3G,learning,990.0,1,1
2,EXT3G,learning,995.0,1,1
2,EXT3G,learning,1000.0,4,4
2,EXT3G,learning,1005.0,6,3
2,EXT3G,learning,1010.0,4,2
2,EXT3G,learning,1015.0,6,3
2,EXT3G,learning,1020.0,5,3
2,EXT3G,learning,1025.0,6,4
2,EXT3G,learning,1030.0,5,3
2,EXT3G,learning,1035.0,4,6
2,EXT3G,learning,1040.0,5,4
2,EXT3G,learning,1045.0,5,1
2,EXT3G,learning,1050.0,4,0
2,EXT3G,learning,1055.0,5,0
2,EXT3G,learning,1060.0,7,4
2,EXT3G,learning,1065.0,4,2
2,EXT3G,learning,1070.0,4,1
2,EXT3G,learning,1075.0,6,3
2,EXT3G,learning,1080.0,4,4
2,EXT3G,learning,1085.0,6,2
2,EXT3G,learning,1090.0,4,4
2,EXT3G,learning,1095.0,4,4
2,EXT3G,learning,1100.0,5,5
2,EXT3G,learning,1105.0,6,2
2,EXT3G,learning,1110.0,5,6
2,EXT3G,learning,1115.0,5,3
2,EXT3G,learning,1120.0,5,3
2,EXT3G,learning,1125.0,3,3
2,EXT3G,learning,1135.0,2,0
2,EXT3G,learning,1140.0,3,4
2,EXT3G,renewal,0.0,0,1
2,EXT3G,renewal,10.0,0,3
2,EXT3G,renewal,15.0,0,1
2,EXT3G,renewal,35.0,0,1
2,EXT3G,renewal,65.0,0,1
2,EXT3G,renewal,245.0,2,4
2,EXT3G,renewal,250.0,5,2
2,EXT3G,renewal,255.0,5,4
2,EXT3G,renewal,260.0,4,1
2,EXT3G,renewal,265.0,2,0
2,EXT3G,renewal,270.0,2,0
2,EXT3G,renewal,275.0,1,1
2,EXT3G,renewal,280.0,2,1
2,EXT3G,renewal,285.0,2,1
2,EXT3G,renewal,290.0,4,3
2,EXT3G,renewal,295.0,3,2
2,EXT3G,renewal,300.0,1,0
2,EXT3G,renewal,305.0,3,0
2,EXT3G,renewal,310.0,1,1
2,EXT3G,renewal,315.0,6,7
2,EXT3G,renewal,320.0,6,2
2,EXT3G,renewal,325.0,5,5
2,EXT3G,renewal,330.0,3,1
2,EXT3G,renewal,335.0,2,0
2,EXT3G,renewal,340.0,3,0
2,EXT3G,renewal,345.0,3,1
2,EXT3G,renewal,350.0,3,1
2,EXT3G,renewal,355.0,4,2
2,EXT3G,renewal,360.0,4,0
2,EXT3G,renewal,365.0,3,2
2,EXT3G,renewal,370.0,4,2
2,EXT3G,renewal,380.0,1,0
2,EXT3G,renewal,385.0,3,2
2,EXT3G,renewal,390.0,3,3
2,EXT3G,renewal,395.0,3,0
2,EXT3G,renewal,400.0,3,1
2,EXT3G,renewal,405.0,4,2
2,EXT3G,renewal,410.0,3,2
2,EXT3G,renewal,415.0,3,3
2,EXT3G,renewal,420.0,4,2
2,EXT3G,renewal,425.0,4,1
2,EXT3G,renewal,430.0,1,1
2,EXT3G,renewal,435.0,2,1
2,EXT3G,renewal,440.0,2,3
2,EXT3G,renewal,445.0,2,0
2,EXT3G,renewal,450.0,3,3
2,EXT3G,renewal,455.0,2,1
2,EXT3G,renewal,465.0,1,1
2,EXT3G,renewal,470.0,1,3
2,EXT3G,renewal,480.0,1,1
2,EXT3G,renewal,485.0,3,3
2,EXT3G,renewal,490.0,4,3
2,EXT3G,renewal,495.0,6,4
2,EXT3G,renewal,500.0,4,1
2,EXT3G,renewal,505.0,2,1
2,EXT3G,renewal,510.0,4,1
2,EXT3G,renewal,515.0,3,2
2,EXT3G,renewal,520.0,1,1
2,EXT3G,renewal,525.0,3,0
2,EXT3G,renewal,530.0,4,3
2,EXT3G,renewal,535.0,4,2
2,EXT3G,renewal,540.0,1,2
2,EXT3G,renewal,545.0,2,1
2,EXT3G,renewal,550.0,2,0
2,EXT3G,renewal,560.0,2,2
2,EXT3G,renewal,565.0,2,1
2,EXT3G,renewal,575.0,2,4
2,EXT3G,renewal,580.0,3,2
2,EXT3G,renewal,585.0,5,3
2,EXT3G,renewal,590.0,6,4
2,EXT3G,renewal,595.0,6,3
2,EXT3G,renewal,600.0,4,2
2,EXT3G,renewal,605.0,3,1
2,EXT3G,renewal,610.0,3,0
2,EXT3G,renewal,615.0,4,2
2,EXT3G,renewal,620.0,3,0
2,EXT3G,renewal,625.0,2,2
2,EXT3G,renewal,630.0,5,4
2,EXT3G,renewal,635.0,2,0
2,EXT3G,renewal,640.0,4,0
2,EXT3G,renewal,645.0,1,0
2,EXT3G,renewal,650.0,3,2
2,EXT3G,renewal,655.0,3,7
2,EXT3G,renewal,670.0,2,1
2,EXT3G,renewal,675.0,2,2
2,EXT3G,renewal,685.0,3,3
2,EXT3G,retrieval,205.0,1,0
2,EXT3G,retrieval,210.0,1,0
2,EXT3G,retrieval,215.0,2,0
2,EXT3G,retrieval,220.0,2,0
2,EXT3G,retrieval,225.0,2,0
2,EXT3G,retrieval,235.0,3,0
2,EXT3G,retrieval,240.0,4,0
2,EXT3G,retrieval,245.0,3,0
2,EXT3G,retrieval,250.0,5,0
2,EXT3G,retrieval,255.0,2,0
2,EXT3G,retrieval,260.0,3,0
2,EXT3G,retrieval,265.0,4,0
2,EXT3G,retrieval,270.0,4,0
2,EXT3G,retrieval,280.0,1,0
2,EXT3G,retrieval,285.0,2,0
2,EXT3G,retrieval,290.0,3,0
2,EXT3G,retrieval,295.0,3,0
2,EXT3G,retrieval,300.0,2,0
2,EXT3G,retrieval,305.0,5,0
2,EXT3G,retrieval,310.0,4,0
2,EXT3G,retrieval,315.0,1,0
2,EXT3G,retrieval,325.0,1,0
2,EXT3G,retrieval,335.0,2,0
2,EXT3G,retrieval,340.0,2,0
2,EXT3G,retrieval,345.0,3,0
2,EXT3G,retrieval,350.0,2,0
2,EXT3G,retrieval,360.0,3,0
2,EXT3R,LTM1,290.0,1,0
2,EXT3R,LTM1,295.0,2,0
2,EXT3R,LTM1,300.0,3,0
2,EXT3R,LTM1,305.0,3,0
2,EXT3R,LTM1,310.0,1,0
2,EXT3R,LTM1,315.0,2,1
2,EXT3R,LTM1,320.0,1,1
2,EXT3R,LTM1,325.0,1,0
2,EXT3R,LTM1,330.0,1,0
2,EXT3R,LTM1,335.0,3,1
2,EXT3R,LTM1,340.0,3,2
2,EXT3R,LTM1,345.0,4,1
2,EXT3R,LTM1,350.0,3,3
2,EXT3R,LTM1,360.0,2,1
2,EXT3R,LTM1,365.0,3,1
2,EXT3R,LTM1,370.0,1,1
2,EXT3R,LTM1,375.0,3,0
2,EXT3R,LTM1,380.0,4,1
2,EXT3R,LTM1,390.0,3,2
2,EXT3R,LTM1,395.0,3,3
2,EXT3R,LTM1,400.0,0,1
2,EXT3R,LTM1,405.0,2,1
2,EXT3R,LTM1,410.0,2,2
2,EXT3R,LTM1,415.0,1,0
2,EXT3R,LTM1,420.0,3,0
2,EXT3R,LTM1,425.0,3,2
2,EXT3R,LTM1,430.0,1,0
2,EXT3R,LTM1,435.0,2,2
2,EXT3R,LTM1,440.0,2,1
2,EXT3R,LTM1,445.0,1,1
2,EXT3R,LTM1,450.0,2,0
2,EXT3R,LTM1,455.0,2,1
2,EXT3R,LTM1,460.0,1,0
2,EXT3R,LTM1,465.0,2,0
2,EXT3R,LTM1,475.0,1,1
2,EXT3R,LTM1,485.0,6,3
2,EXT3R,LTM1,490.0,6,2
2,EXT3R,LTM1,500.0,1,0
2,EXT3R,LTM1,505.0,3,0
2,EXT3R,LTM1,510.0,3,2
2,EXT3R,LTM1,515.0,2,1
2,EXT3R,LTM1,520.0,2,0
2,EXT3R,LTM1,525.0,2,1
2,EXT3R,LTM1,530.0,2,1
2,EXT3R,LTM1,540.0,2,1
2,EXT3R,LTM1,545.0,3,2
2,EXT3R,LTM1,550.0,1,2
2,EXT3R,LTM1,555.0,1,0
2,EXT3R,LTM1,570.0,2,1
2,EXT3R,LTM1,575.0,1,0
2,EXT3R,LTM1,580.0,1,0
2,EXT3R,LTM1,585.0,1,1
2,EXT3R,LTM1,590.0,3,0
2,EXT3R,LTM1,595.0,2,2
2,EXT3R,LTM1,600.0,1,0
2,EXT3R,LTM1,605.0,2,0
2,EXT3R,LTM1,610.0,1,0
2,EXT3R,LTM1,615.0,2,0
2,EXT3R,LTM1,620.0,2,0
2,EXT3R,LTM1,625.0,1,1
2,EXT3R,LTM1,630.0,3,1
2,EXT3R,LTM1,635.0,1,0
2,EXT3R,LTM1,640.0,2,1
2,EXT3R,LTM1,645.0,4,3
2,EXT3R,LTM1,650.0,1,0
2,EXT3R,LTM1,655.0,1,2
2,EXT3R,LTM1,660.0,3,2
2,EXT3R,LTM1,670.0,2,0
2,EXT3R,LTM1,675.0,2,3
2,EXT3R,LTM1,680.0,2,1
2,EXT3R,LTM1,685.0,4,3
2,EXT3R,LTM1,690.0,1,0
2,EXT3R,LTM1,695.0,1,0
2,EXT3R,LTM1,700.0,1,0
2,EXT3R,LTM1,705.0,1,1
2,EXT3R,LTM1,710.0,2,1
2,EXT3R,LTM1,715.0,1,1
2,EXT3R,LTM1,730.0,0,3
2,EXT3R,LTM2,30.0,0,1
2,EXT3R,LTM2,35.0,0,2
2,EXT3R,LTM2,90.0,0,1
2,EXT3R,LTM2,95.0,0,3
2,EXT3R,LTM2,100.0,0,3
2,EXT3R,LTM2,105.0,0,2
2,EXT3R,LTM2,110.0,0,1
2,EXT3R,LTM2,115.0,0,1
2,EXT3R,LTM2,140.0,0,1
2,EXT3R,LTM2,145.0,0,1
2,EXT3R,LTM2,150.0,0,2
2,EXT3R,LTM2,160.0,0,1
2,EXT3R,LTM2,270.0,1,0
2,EXT3R,LTM2,340.0,1,0
2,EXT3R,LTM2,345.0,2,0
2,EXT3R,LTM2,350.0,3,3
2,EXT3R,LTM2,355.0,2,1
2,EXT3R,LTM2,360.0,1,3
2,EXT3R,LTM2,365.0,1,0
2,EXT3R,LTM2,370.0,3,1
2,EXT3R,LTM2,375.0,0,1
2,EXT3R,LTM2,380.0,2,0
2,EXT3R,LTM2,385.0,2,0
2,EXT3R,LTM2,390.0,1,2
2,EXT3R,LTM2,395.0,5,3
2,EXT3R,LTM2,400.0,1,1
2,EXT3R,LTM2,410.0,2,1
2,EXT3R,LTM2,420.0,1,1
2,EXT3R,LTM2,425.0,3,1
2,EXT3R,LTM2,435.0,1,0
2,EXT3R,LTM2,440.0,1,1
2,EXT3R,LTM2,525.0,0,1
2,EXT3R,extinction1,500.0,1,0
2,EXT3R,extinction1,505.0,2,0
2,EXT3R,extinction1,510.0,2,0
2,EXT3R,extinction1,515.0,1,0
2,EXT3R,extinction1,520.0,1,0
2,EXT3R,extinction1,525.0,1,0
2,EXT3R,extinction1,530.0,3,0
2,EXT3R,extinction1,535.0,1,0
2,EXT3R,extinction1,560.0,1,0
2,EXT3R,extinction1,565.0,3,0
2,EXT3R,extinction1,570.0,2,0
2,EXT3R,extinction1,575.0,3,0
2,EXT3R,extinction1,580.0,2,0
2,EXT3R,extinction1,590.0,1,0
2,EXT3R,extinction1,595.0,3,0
2,EXT3R,extinction1,600.0,2,0
2,EXT3R,extinction1,610.0,2,0
2,EXT3R,extinction1,615.0,3,0
2,EXT3R,extinction1,620.0,2,0
2,EXT3R,extinction1,630.0,2,0
2,EXT3R,extinction1,635.0,3,0
2,EXT3R,extinction1,640.0,2,0
2,EXT3R,extinction1,660.0,2,0
2,EXT3R,extinction1,665.0,4,0
2,EXT3R,extinction1,670.0,1,0
2,EXT3R,extinction1,680.0,3,0
2,EXT3R,extinction1,685.0,1,0
2,EXT3R,extinction1,690.0,4,0
2,EXT3R,extinction1,695.0,1,0
2,EXT3R,extinction1,705.0,3,0
2,EXT3R,extinction1,710.0,3,0
2,EXT3R,extinction1,745.0,1,0
2,EXT3R,extinction1,750.0,3,0
2,EXT3R,extinction1,755.0,4,0
2,EXT3R,extinction1,760.0,3,0
2,EXT3R,extinction1,765.0,1,0
2,EXT3R,extinction1,770.0,3,0
